danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist_name,artist_genre
0.493,0.984,1,-6.653,1,0.048,1.03e-05,0.13,0.122,0.506,138.081,audio_features,7oFRsRfhRyBivsoeS7BcN5,spotify:track:7oFRsRfhRyBivsoeS7BcN5,https://api.spotify.com/v1/tracks/7oFRsRfhRyBivsoeS7BcN5,https://api.spotify.com/v1/audio-analysis/7oFRsRfhRyBivsoeS7BcN5,254440,4,Vengeful Ascension,Goatwhore,brutal death metal
0.447,0.441,11,-6.55,0,0.0376,0.000915,0.587,0.466,0.154,136.958,audio_features,7qj51tdK28Q81OlEXmBFKx,spotify:track:7qj51tdK28Q81OlEXmBFKx,https://api.spotify.com/v1/tracks/7qj51tdK28Q81OlEXmBFKx,https://api.spotify.com/v1/audio-analysis/7qj51tdK28Q81OlEXmBFKx,248027,4,Alt liv,God Seed,black metal
0.293,0.983,6,-3.656,1,0.0787,0.0,0.961,0.062,0.0372,160.036,audio_features,61Y7H7F2DGVsWaSrUiq2w0,spotify:track:61Y7H7F2DGVsWaSrUiq2w0,https://api.spotify.com/v1/tracks/61Y7H7F2DGVsWaSrUiq2w0,https://api.spotify.com/v1/audio-analysis/61Y7H7F2DGVsWaSrUiq2w0,190720,4,Sluts of Hell,Nattefrost,autonomous black metal
0.368,0.937,4,-6.205,1,0.0587,1.81e-05,0.891,0.112,0.472,125.441,audio_features,7EgLJdAknqP3TYPgn3Rsr3,spotify:track:7EgLJdAknqP3TYPgn3Rsr3,https://api.spotify.com/v1/tracks/7EgLJdAknqP3TYPgn3Rsr3,https://api.spotify.com/v1/audio-analysis/7EgLJdAknqP3TYPgn3Rsr3,171640,4,Angelwings and Ravenclaws - Pt. 1,Gehenna,black metal
0.146,0.947,0,-5.708,1,0.0838,7.68e-05,0.905,0.185,0.0891,104.353,audio_features,2956v4MaiU78SkPpeTXxhq,spotify:track:2956v4MaiU78SkPpeTXxhq,https://api.spotify.com/v1/tracks/2956v4MaiU78SkPpeTXxhq,https://api.spotify.com/v1/audio-analysis/2956v4MaiU78SkPpeTXxhq,360840,4,I Am The Black Wizards,Emperor,black metal
0.359,0.874,3,-5.04,1,0.0661,0.00178,0.901,0.07,0.217,154.983,audio_features,7q5JYNTQIlwu4dYOqc7kqb,spotify:track:7q5JYNTQIlwu4dYOqc7kqb,https://api.spotify.com/v1/tracks/7q5JYNTQIlwu4dYOqc7kqb,https://api.spotify.com/v1/audio-analysis/7q5JYNTQIlwu4dYOqc7kqb,762219,4,Shining,Trna,atmospheric black metal
0.308,0.685,4,-11.656,0,0.0633,4.46e-05,0.889,0.176,0.107,137.949,audio_features,63KJMvCwiRQMrEw8PDVCkm,spotify:track:63KJMvCwiRQMrEw8PDVCkm,https://api.spotify.com/v1/tracks/63KJMvCwiRQMrEw8PDVCkm,https://api.spotify.com/v1/audio-analysis/63KJMvCwiRQMrEw8PDVCkm,524951,4,Dødslængsel,Sunken,atmospheric black metal
0.244,0.32,1,-8.186,0,0.181,0.0042,0.686,0.136,0.0306,86.493,audio_features,2g26ofZXf3lQC0Fj00XMQz,spotify:track:2g26ofZXf3lQC0Fj00XMQz,https://api.spotify.com/v1/tracks/2g26ofZXf3lQC0Fj00XMQz,https://api.spotify.com/v1/audio-analysis/2g26ofZXf3lQC0Fj00XMQz,1349935,4,Mirror,Olhava,atmospheric black metal
0.166,0.849,7,-4.394,1,0.134,0.000119,0.917,0.299,0.0921,180.226,audio_features,0bmQWYuJknkIjsy9Bxu3aY,spotify:track:0bmQWYuJknkIjsy9Bxu3aY,https://api.spotify.com/v1/tracks/0bmQWYuJknkIjsy9Bxu3aY,https://api.spotify.com/v1/audio-analysis/0bmQWYuJknkIjsy9Bxu3aY,352250,3,Black Sun,Violet Cold,atmospheric black metal
0.197,0.994,4,-6.07,1,0.135,3.03e-06,0.831,0.646,0.0781,128.023,audio_features,42DjC6DsZfy4CUXpQtGWAa,spotify:track:42DjC6DsZfy4CUXpQtGWAa,https://api.spotify.com/v1/tracks/42DjC6DsZfy4CUXpQtGWAa,https://api.spotify.com/v1/audio-analysis/42DjC6DsZfy4CUXpQtGWAa,244102,4,The Dread March of Solemn Gods,Ninkharsag,atmospheric black metal
0.369,0.976,6,-4.733,0,0.158,0.000193,0.0,0.228,0.0422,140.097,audio_features,5PaMSbD9HlKBfgh6sFZOHr,spotify:track:5PaMSbD9HlKBfgh6sFZOHr,https://api.spotify.com/v1/tracks/5PaMSbD9HlKBfgh6sFZOHr,https://api.spotify.com/v1/audio-analysis/5PaMSbD9HlKBfgh6sFZOHr,408712,4,Night of the Lecherous Dead,Ethereal Blood,gothic black metal
0.229,0.88,11,-5.65,0,0.0759,2.06e-05,0.000674,0.604,0.264,125.848,audio_features,5mwo6n553VJvEwNLN9m4ZO,spotify:track:5mwo6n553VJvEwNLN9m4ZO,https://api.spotify.com/v1/tracks/5mwo6n553VJvEwNLN9m4ZO,https://api.spotify.com/v1/audio-analysis/5mwo6n553VJvEwNLN9m4ZO,470867,4,Ruinen Eins,Wrack,Unknown
0.0767,0.98,10,-4.04,1,0.0995,4.97e-06,0.0325,0.265,0.0668,173.653,audio_features,3DuvJeozRfdRVGIfqXcnRX,spotify:track:3DuvJeozRfdRVGIfqXcnRX,https://api.spotify.com/v1/tracks/3DuvJeozRfdRVGIfqXcnRX,https://api.spotify.com/v1/audio-analysis/3DuvJeozRfdRVGIfqXcnRX,186613,4,Furor Divinus,Behemoth,black metal
0.351,0.864,0,-7.538,0,0.0745,0.00276,0.876,0.158,0.0392,155.058,audio_features,5sfu3mgxe0CAa1TSirTnPI,spotify:track:5sfu3mgxe0CAa1TSirTnPI,https://api.spotify.com/v1/tracks/5sfu3mgxe0CAa1TSirTnPI,https://api.spotify.com/v1/audio-analysis/5sfu3mgxe0CAa1TSirTnPI,337994,4,Hide from the Sun,Ghost Bath,atmospheric black metal
0.112,0.478,10,-5.479,1,0.0607,1.59e-06,0.956,0.183,0.41,72.226,audio_features,5Wao6bMHuJwLDUPDV5zILs,spotify:track:5Wao6bMHuJwLDUPDV5zILs,https://api.spotify.com/v1/tracks/5Wao6bMHuJwLDUPDV5zILs,https://api.spotify.com/v1/audio-analysis/5Wao6bMHuJwLDUPDV5zILs,470319,4,Imperial Thanatosis,Spectral Wound,atmospheric black metal
0.199,0.985,7,-4.805,1,0.148,3.68e-06,0.922,0.348,0.0436,180.057,audio_features,0WvzSFq3M5dFbceXb1U7nc,spotify:track:0WvzSFq3M5dFbceXb1U7nc,https://api.spotify.com/v1/tracks/0WvzSFq3M5dFbceXb1U7nc,https://api.spotify.com/v1/audio-analysis/0WvzSFq3M5dFbceXb1U7nc,181667,4,Engorged Remains,Stake Driver,occult black metal
0.144,0.982,9,-5.089,1,0.121,3.6e-05,0.0692,0.389,0.175,170.709,audio_features,6f00AO3IhdBrySQ0SuRvJz,spotify:track:6f00AO3IhdBrySQ0SuRvJz,https://api.spotify.com/v1/tracks/6f00AO3IhdBrySQ0SuRvJz,https://api.spotify.com/v1/audio-analysis/6f00AO3IhdBrySQ0SuRvJz,248373,4,The howling,Watain,black metal
0.255,0.931,7,-6.989,1,0.0899,3.43e-06,0.0152,0.206,0.121,128.9,audio_features,0BJBSf2Bof5WrM2O8RLxxf,spotify:track:0BJBSf2Bof5WrM2O8RLxxf,https://api.spotify.com/v1/tracks/0BJBSf2Bof5WrM2O8RLxxf,https://api.spotify.com/v1/audio-analysis/0BJBSf2Bof5WrM2O8RLxxf,322873,4,Blessings Upon The Throne Of Tyranny - Remixed & Remastered,Dimmu Borgir,black metal
0.168,0.716,8,-11.514,1,0.0701,7.93e-05,0.503,0.0845,0.0822,92.173,audio_features,2fxpvBwHx1EyUupL1wS8W3,spotify:track:2fxpvBwHx1EyUupL1wS8W3,https://api.spotify.com/v1/tracks/2fxpvBwHx1EyUupL1wS8W3,https://api.spotify.com/v1/audio-analysis/2fxpvBwHx1EyUupL1wS8W3,520939,4,Repulsion,Der Weg einer Freiheit,atmospheric black metal
0.23,0.931,3,-2.345,1,0.0791,1.45e-05,0.946,0.124,0.0288,93.034,audio_features,5IiT9uOFW5v4AN3PstKB3S,spotify:track:5IiT9uOFW5v4AN3PstKB3S,https://api.spotify.com/v1/tracks/5IiT9uOFW5v4AN3PstKB3S,https://api.spotify.com/v1/audio-analysis/5IiT9uOFW5v4AN3PstKB3S,247410,4,FN SCAR 16,Wiegedood,atmospheric black metal
0.242,0.947,6,-5.044,0,0.0681,1.97e-06,0.775,0.171,0.0794,169.855,audio_features,2NWWOM0sevPEPHnFt0KdlF,spotify:track:2NWWOM0sevPEPHnFt0KdlF,https://api.spotify.com/v1/tracks/2NWWOM0sevPEPHnFt0KdlF,https://api.spotify.com/v1/audio-analysis/2NWWOM0sevPEPHnFt0KdlF,220717,3,Convince Me to Bleed,Ghost Bath,atmospheric black metal
0.282,0.975,6,-12.512,1,0.0977,0.0411,0.834,0.791,0.0324,177.024,audio_features,1zZd5EZpJTkitTil01scjK,spotify:track:1zZd5EZpJTkitTil01scjK,https://api.spotify.com/v1/tracks/1zZd5EZpJTkitTil01scjK,https://api.spotify.com/v1/audio-analysis/1zZd5EZpJTkitTil01scjK,228476,3,The Night of the Long Fangs - Demo Version,Hekseblad,depressive black metal
0.182,0.757,4,-6.989,0,0.082,1.09e-05,0.318,0.12,0.0442,119.977,audio_features,0DVh1ZE9izhpfKCbXHpJBH,spotify:track:0DVh1ZE9izhpfKCbXHpJBH,https://api.spotify.com/v1/tracks/0DVh1ZE9izhpfKCbXHpJBH,https://api.spotify.com/v1/audio-analysis/0DVh1ZE9izhpfKCbXHpJBH,762469,4,Pnigalion,Akhlys,atmospheric black metal
0.25,0.99,3,-6.675,1,0.101,1.78e-05,0.952,0.406,0.0287,112.307,audio_features,4uAxsTfjCg01KE7plkDVOb,spotify:track:4uAxsTfjCg01KE7plkDVOb,https://api.spotify.com/v1/tracks/4uAxsTfjCg01KE7plkDVOb,https://api.spotify.com/v1/audio-analysis/4uAxsTfjCg01KE7plkDVOb,336893,3,"Skepsis, Pt. II",Der Weg einer Freiheit,atmospheric black metal
0.29,0.811,4,-9.403,0,0.0531,9.91e-06,0.88,0.128,0.0581,141.795,audio_features,4W0bH4GJs4F8tSEN4l5Dez,spotify:track:4W0bH4GJs4F8tSEN4l5Dez,https://api.spotify.com/v1/tracks/4W0bH4GJs4F8tSEN4l5Dez,https://api.spotify.com/v1/audio-analysis/4W0bH4GJs4F8tSEN4l5Dez,746641,4,Ensomhed,Sunken,atmospheric black metal
0.468,0.463,2,-6.52,1,0.0307,0.891,0.906,0.323,0.0689,126.985,audio_features,6O7byszObQsdT0fQfqrECX,spotify:track:6O7byszObQsdT0fQfqrECX,https://api.spotify.com/v1/tracks/6O7byszObQsdT0fQfqrECX,https://api.spotify.com/v1/audio-analysis/6O7byszObQsdT0fQfqrECX,312756,4,Mother,Lunedi,depressive black metal
0.0761,0.997,10,-4.631,1,0.0993,3.77e-06,0.783,0.249,0.0228,173.885,audio_features,4iDXWL3dSLK37yzydaIabm,spotify:track:4iDXWL3dSLK37yzydaIabm,https://api.spotify.com/v1/tracks/4iDXWL3dSLK37yzydaIabm,https://api.spotify.com/v1/audio-analysis/4iDXWL3dSLK37yzydaIabm,452026,4,Ontzieling,Wiegedood,atmospheric black metal
0.0794,0.746,7,-6.119,1,0.0558,5.96e-06,0.178,0.183,0.356,82.768,audio_features,36zQxVorTXZb3dWjUAJMFT,spotify:track:36zQxVorTXZb3dWjUAJMFT,https://api.spotify.com/v1/tracks/36zQxVorTXZb3dWjUAJMFT,https://api.spotify.com/v1/audio-analysis/36zQxVorTXZb3dWjUAJMFT,371680,4,Forlorn Zwei,Wrack,Unknown
0.405,0.844,6,-6.882,1,0.0737,0.000259,0.721,0.123,0.0654,119.995,audio_features,1cQXDosKkPHAZVi7YWYX15,spotify:track:1cQXDosKkPHAZVi7YWYX15,https://api.spotify.com/v1/tracks/1cQXDosKkPHAZVi7YWYX15,https://api.spotify.com/v1/audio-analysis/1cQXDosKkPHAZVi7YWYX15,345533,4,Yekteniya I,Batushka,black metal
0.133,0.4,5,-10.543,0,0.0685,0.0017,0.932,0.114,0.0371,142.82,audio_features,4TcwetEa2cszEHAbUpG4dM,spotify:track:4TcwetEa2cszEHAbUpG4dM,https://api.spotify.com/v1/tracks/4TcwetEa2cszEHAbUpG4dM,https://api.spotify.com/v1/audio-analysis/4TcwetEa2cszEHAbUpG4dM,658760,3,In My Last Mourning... - 2012 Remaster,Thy Light,atmospheric black metal
0.0911,0.739,7,-5.675,1,0.0964,0.000176,0.894,0.374,0.0362,87.847,audio_features,7H2JcFutKcvFFOiXY0AeQC,spotify:track:7H2JcFutKcvFFOiXY0AeQC,https://api.spotify.com/v1/tracks/7H2JcFutKcvFFOiXY0AeQC,https://api.spotify.com/v1/audio-analysis/7H2JcFutKcvFFOiXY0AeQC,518623,4,Tyende Sang,Afsky,atmospheric black metal
0.24,0.913,3,-8.898,0,0.179,0.000292,0.614,0.163,0.0341,119.85,audio_features,4mbeEoG180K94VDYIzpj3i,spotify:track:4mbeEoG180K94VDYIzpj3i,https://api.spotify.com/v1/tracks/4mbeEoG180K94VDYIzpj3i,https://api.spotify.com/v1/audio-analysis/4mbeEoG180K94VDYIzpj3i,589707,4,Aufbruch,Der Weg einer Freiheit,atmospheric black metal
0.348,0.918,4,-6.257,0,0.0737,0.000385,0.0811,0.367,0.0344,140.027,audio_features,4V1FBQd76WuZ8h4DuniZ1j,spotify:track:4V1FBQd76WuZ8h4DuniZ1j,https://api.spotify.com/v1/tracks/4V1FBQd76WuZ8h4DuniZ1j,https://api.spotify.com/v1/audio-analysis/4V1FBQd76WuZ8h4DuniZ1j,288970,4,Musteri agans,Helfró,icelandic black metal
0.368,0.455,4,-7.521,0,0.0689,0.00263,0.899,0.389,0.132,134.903,audio_features,700x4hBAZpUrLaqtupeLRZ,spotify:track:700x4hBAZpUrLaqtupeLRZ,https://api.spotify.com/v1/tracks/700x4hBAZpUrLaqtupeLRZ,https://api.spotify.com/v1/audio-analysis/700x4hBAZpUrLaqtupeLRZ,522803,4,Angst,Afsky,atmospheric black metal
0.313,0.859,5,-6.469,0,0.0984,1.59e-05,0.849,0.123,0.0548,155.008,audio_features,0WoEDJratLi7kFktgvWgnL,spotify:track:0WoEDJratLi7kFktgvWgnL,https://api.spotify.com/v1/tracks/0WoEDJratLi7kFktgvWgnL,https://api.spotify.com/v1/audio-analysis/0WoEDJratLi7kFktgvWgnL,546026,4,The All-Devouring,Somn,post-black metal
0.226,0.365,2,-8.26,0,0.0639,0.000284,0.00404,0.579,0.0553,116.328,audio_features,407db7DejTcf9gW55AlVo8,spotify:track:407db7DejTcf9gW55AlVo8,https://api.spotify.com/v1/tracks/407db7DejTcf9gW55AlVo8,https://api.spotify.com/v1/audio-analysis/407db7DejTcf9gW55AlVo8,157387,3,Reise Eins,Wrack,Unknown
0.337,0.981,0,-4.236,1,0.154,1.56e-06,0.0013,0.356,0.0389,119.279,audio_features,1ZrDOtuqoLdxGUfqQX8YFJ,spotify:track:1ZrDOtuqoLdxGUfqQX8YFJ,https://api.spotify.com/v1/tracks/1ZrDOtuqoLdxGUfqQX8YFJ,https://api.spotify.com/v1/audio-analysis/1ZrDOtuqoLdxGUfqQX8YFJ,168500,3,"Lucifer, Take Her!",Belphegor,austrian black metal
0.286,0.924,9,-7.758,0,0.0962,6.28e-06,0.962,0.263,0.0338,160.046,audio_features,0y8npoVAdZUv2eDDzog9gS,spotify:track:0y8npoVAdZUv2eDDzog9gS,https://api.spotify.com/v1/tracks/0y8npoVAdZUv2eDDzog9gS,https://api.spotify.com/v1/audio-analysis/0y8npoVAdZUv2eDDzog9gS,631528,3,Condemned to a Life of Grief,Tómarúm,atlanta punk
0.213,0.929,9,-6.621,1,0.101,1.64e-05,0.502,0.0539,0.157,176.201,audio_features,2CucIT5DSA7oQNoCOqIr63,spotify:track:2CucIT5DSA7oQNoCOqIr63,https://api.spotify.com/v1/tracks/2CucIT5DSA7oQNoCOqIr63,https://api.spotify.com/v1/audio-analysis/2CucIT5DSA7oQNoCOqIr63,335828,4,Lifehunger,Vreid,black 'n' roll
0.354,0.978,2,-4.701,1,0.0686,3.07e-06,0.481,0.247,0.188,170.064,audio_features,6xy0sRr85uuiabKilzPFZH,spotify:track:6xy0sRr85uuiabKilzPFZH,https://api.spotify.com/v1/tracks/6xy0sRr85uuiabKilzPFZH,https://api.spotify.com/v1/audio-analysis/6xy0sRr85uuiabKilzPFZH,301680,4,Disciple of the Serpent Star,Wormwitch,black 'n' roll
0.166,0.844,7,-5.954,1,0.057,3.54e-05,0.000123,0.249,0.426,95.017,audio_features,3bFWacl2y2OTzxOrVyjZOX,spotify:track:3bFWacl2y2OTzxOrVyjZOX,https://api.spotify.com/v1/tracks/3bFWacl2y2OTzxOrVyjZOX,https://api.spotify.com/v1/audio-analysis/3bFWacl2y2OTzxOrVyjZOX,297987,4,Forlorn Eins,Wrack,Unknown
0.103,0.926,2,-6.118,1,0.0742,1.77e-05,0.838,0.175,0.358,170.006,audio_features,6cniU4r291yesun0RsGQB3,spotify:track:6cniU4r291yesun0RsGQB3,https://api.spotify.com/v1/tracks/6cniU4r291yesun0RsGQB3,https://api.spotify.com/v1/audio-analysis/6cniU4r291yesun0RsGQB3,233987,4,The Wolves of Ossory,Wormwitch,black 'n' roll
0.156,0.631,8,-6.664,1,0.0707,1.4e-05,0.882,0.981,0.342,108.592,audio_features,6tcjUDUOaZA8V9KP8IuN3H,spotify:track:6tcjUDUOaZA8V9KP8IuN3H,https://api.spotify.com/v1/tracks/6tcjUDUOaZA8V9KP8IuN3H,https://api.spotify.com/v1/audio-analysis/6tcjUDUOaZA8V9KP8IuN3H,573613,3,The Idiot Sun,Leviathan,atmospheric black metal
0.166,0.973,0,-8.25,1,0.231,6.46e-05,0.286,0.0545,0.0479,106.2,audio_features,2eZblmvkp5K6thg4D5jH7e,spotify:track:2eZblmvkp5K6thg4D5jH7e,https://api.spotify.com/v1/tracks/2eZblmvkp5K6thg4D5jH7e,https://api.spotify.com/v1/audio-analysis/2eZblmvkp5K6thg4D5jH7e,353593,1,Where Dead Angels Lie,Dissection,black metal
0.171,0.95,1,-4.832,1,0.101,4.15e-06,0.877,0.38,0.0391,119.862,audio_features,2Hknk6xMClhZF8EQBHJgQ4,spotify:track:2Hknk6xMClhZF8EQBHJgQ4,https://api.spotify.com/v1/tracks/2Hknk6xMClhZF8EQBHJgQ4,https://api.spotify.com/v1/audio-analysis/2Hknk6xMClhZF8EQBHJgQ4,256133,4,Empty,Emperor,black metal
0.0795,0.644,1,-9.576,1,0.151,0.226,0.976,0.112,0.0813,55.663,audio_features,1XyOp2NySUezomjRilMF7y,spotify:track:1XyOp2NySUezomjRilMF7y,https://api.spotify.com/v1/tracks/1XyOp2NySUezomjRilMF7y,https://api.spotify.com/v1/audio-analysis/1XyOp2NySUezomjRilMF7y,762587,4,The Prison of Mirrors,Xasthur,autonomous black metal
0.083,0.858,11,-6.724,0,0.0617,2.36e-05,0.951,0.297,0.182,169.857,audio_features,2VUkYnDIkrstu1Bvgsbx0R,spotify:track:2VUkYnDIkrstu1Bvgsbx0R,https://api.spotify.com/v1/tracks/2VUkYnDIkrstu1Bvgsbx0R,https://api.spotify.com/v1/audio-analysis/2VUkYnDIkrstu1Bvgsbx0R,497990,5,Winter Descent's Eve... I Become the Journey,Evilfeast,atmospheric black metal
0.21,0.499,6,-10.162,0,0.033,0.862,0.985,0.411,0.0724,83.429,audio_features,5xSbuKseG6xX3VIWAiwJJe,spotify:track:5xSbuKseG6xX3VIWAiwJJe,https://api.spotify.com/v1/tracks/5xSbuKseG6xX3VIWAiwJJe,https://api.spotify.com/v1/audio-analysis/5xSbuKseG6xX3VIWAiwJJe,177958,4,Solitude Apotheosis,Evilfeast,atmospheric black metal
0.38,0.88,0,-6.664,1,0.0444,4.06e-06,0.932,0.14,0.234,94.977,audio_features,2ZqiRJX2wpDJY6AFwLLONx,spotify:track:2ZqiRJX2wpDJY6AFwLLONx,https://api.spotify.com/v1/tracks/2ZqiRJX2wpDJY6AFwLLONx,https://api.spotify.com/v1/audio-analysis/2ZqiRJX2wpDJY6AFwLLONx,273040,3,Into the Black,Naglfar,black metal
0.307,0.778,8,-6.059,0,0.118,0.000301,0.787,0.199,0.037,110.421,audio_features,454BNvuRUj0spER36hLRDj,spotify:track:454BNvuRUj0spER36hLRDj,https://api.spotify.com/v1/tracks/454BNvuRUj0spER36hLRDj,https://api.spotify.com/v1/audio-analysis/454BNvuRUj0spER36hLRDj,278400,4,Serpent Sermon,Marduk,black metal
0.101,0.952,7,-6.88,1,0.0939,0.0,0.9,0.116,0.0588,80.023,audio_features,65sql5o05skwJ6frSq4exl,spotify:track:65sql5o05skwJ6frSq4exl,https://api.spotify.com/v1/tracks/65sql5o05skwJ6frSq4exl,https://api.spotify.com/v1/audio-analysis/65sql5o05skwJ6frSq4exl,298680,4,One by One,Immortal,black metal
0.22,0.907,11,-4.324,0,0.0827,0.000237,0.202,0.36,0.0489,140.023,audio_features,5rPuMoTnP1N7LlYHGnFtq9,spotify:track:5rPuMoTnP1N7LlYHGnFtq9,https://api.spotify.com/v1/tracks/5rPuMoTnP1N7LlYHGnFtq9,https://api.spotify.com/v1/audio-analysis/5rPuMoTnP1N7LlYHGnFtq9,397916,4,Mirage,Gaerea,portuguese metal
0.194,0.946,2,-5.04,0,0.0742,1.72e-05,0.858,0.355,0.0534,98.626,audio_features,63OqMoUP4Racq9holZo6dU,spotify:track:63OqMoUP4Racq9holZo6dU,https://api.spotify.com/v1/tracks/63OqMoUP4Racq9holZo6dU,https://api.spotify.com/v1/audio-analysis/63OqMoUP4Racq9holZo6dU,447298,4,Black Brick,Deafheaven,atmospheric black metal
0.166,0.821,9,-6.884,1,0.0767,1.51e-06,0.159,0.368,0.0636,114.53,audio_features,26xTD1ceLal2jAodHBKxLm,spotify:track:26xTD1ceLal2jAodHBKxLm,https://api.spotify.com/v1/tracks/26xTD1ceLal2jAodHBKxLm,https://api.spotify.com/v1/audio-analysis/26xTD1ceLal2jAodHBKxLm,605805,3,Scars,Wrack,Unknown
0.5,0.974,9,-4.899,1,0.0984,9.69e-05,0.165,0.0705,0.225,105.134,audio_features,3MIq5E4V1VWujDUcstWCnF,spotify:track:3MIq5E4V1VWujDUcstWCnF,https://api.spotify.com/v1/tracks/3MIq5E4V1VWujDUcstWCnF,https://api.spotify.com/v1/audio-analysis/3MIq5E4V1VWujDUcstWCnF,220240,4,The Carriage Wheel Murder,Carach Angren,black metal
0.105,0.989,2,-5.268,1,0.246,1.66e-05,0.771,0.146,0.0371,199.864,audio_features,57QVbOSQcO89UBt7yANXFI,spotify:track:57QVbOSQcO89UBt7yANXFI,https://api.spotify.com/v1/tracks/57QVbOSQcO89UBt7yANXFI,https://api.spotify.com/v1/audio-analysis/57QVbOSQcO89UBt7yANXFI,261953,4,Inferno,Necromantia,black death
0.416,0.308,9,-15.847,0,0.0673,0.863,0.00394,0.109,0.113,95.328,audio_features,3LycX38MPv9r0uaNUb5LCe,spotify:track:3LycX38MPv9r0uaNUb5LCe,https://api.spotify.com/v1/tracks/3LycX38MPv9r0uaNUb5LCe,https://api.spotify.com/v1/audio-analysis/3LycX38MPv9r0uaNUb5LCe,242080,3,Interludium,Wrack,Unknown
0.145,0.947,0,-5.708,1,0.0838,7.68e-05,0.905,0.185,0.0886,103.991,audio_features,4jjlYfhduOrGY4mySof5C3,spotify:track:4jjlYfhduOrGY4mySof5C3,https://api.spotify.com/v1/tracks/4jjlYfhduOrGY4mySof5C3,https://api.spotify.com/v1/audio-analysis/4jjlYfhduOrGY4mySof5C3,360840,4,I Am The Black Wizards,Emperor,black metal
0.297,0.985,0,-6.411,1,0.175,5.35e-05,0.827,0.246,0.398,164.978,audio_features,02BHN1ZmEF1KSXYUWL9alN,spotify:track:02BHN1ZmEF1KSXYUWL9alN,https://api.spotify.com/v1/tracks/02BHN1ZmEF1KSXYUWL9alN,https://api.spotify.com/v1/audio-analysis/02BHN1ZmEF1KSXYUWL9alN,165030,4,Likeim,Carpathian Forest,black metal
0.22,0.951,2,-6.879,1,0.0846,0.0,0.846,0.109,0.161,111.898,audio_features,2rnU6zTXn7l4rmAqpbKOVz,spotify:track:2rnU6zTXn7l4rmAqpbKOVz,https://api.spotify.com/v1/tracks/2rnU6zTXn7l4rmAqpbKOVz,https://api.spotify.com/v1/audio-analysis/2rnU6zTXn7l4rmAqpbKOVz,285280,4,Sons of Northern Darkness,Immortal,black metal
0.628,0.768,4,-6.792,1,0.0542,0.00145,0.067,0.142,0.283,129.992,audio_features,5gz2IJroCSAHj0zj59rcQJ,spotify:track:5gz2IJroCSAHj0zj59rcQJ,https://api.spotify.com/v1/tracks/5gz2IJroCSAHj0zj59rcQJ,https://api.spotify.com/v1/audio-analysis/5gz2IJroCSAHj0zj59rcQJ,213380,4,Monster,Carach Angren,black metal
0.0911,0.844,7,-3.852,0,0.0805,0.000159,0.445,0.107,0.113,163.57,audio_features,2jAe7DArbiEnFufjDbuJ50,spotify:track:2jAe7DArbiEnFufjDbuJ50,https://api.spotify.com/v1/tracks/2jAe7DArbiEnFufjDbuJ50,https://api.spotify.com/v1/audio-analysis/2jAe7DArbiEnFufjDbuJ50,410762,4,Del I - Helvete,Sakna,Unknown
0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,audio_features,2EoOZnxNgtmZaD8uUmz2nD,spotify:track:2EoOZnxNgtmZaD8uUmz2nD,https://api.spotify.com/v1/tracks/2EoOZnxNgtmZaD8uUmz2nD,https://api.spotify.com/v1/audio-analysis/2EoOZnxNgtmZaD8uUmz2nD,318587,4,Black Hole Sun,Soundgarden,alternative metal
0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,audio_features,1L94M3KIu7QluZe63g64rv,spotify:track:1L94M3KIu7QluZe63g64rv,https://api.spotify.com/v1/tracks/1L94M3KIu7QluZe63g64rv,https://api.spotify.com/v1/audio-analysis/1L94M3KIu7QluZe63g64rv,340907,4,Alive,Pearl Jam,alternative metal
0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,audio_features,5ghIJDpPoe3CfHMGu71E6T,spotify:track:5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/tracks/5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/audio-analysis/5ghIJDpPoe3CfHMGu71E6T,301920,4,Smells Like Teen Spirit,Nirvana,grunge
0.426,0.94,7,-5.279,0,0.0423,0.00671,1.72e-06,0.14,0.466,144.49,audio_features,0CkspLl535ZxdwCRs8AdZ4,spotify:track:0CkspLl535ZxdwCRs8AdZ4,https://api.spotify.com/v1/tracks/0CkspLl535ZxdwCRs8AdZ4,https://api.spotify.com/v1/audio-analysis/0CkspLl535ZxdwCRs8AdZ4,313947,4,Plush - 2017 Remaster,Stone Temple Pilots,alternative metal
0.384,0.735,7,-6.522,1,0.0317,0.0252,2.76e-05,0.114,0.312,137.834,audio_features,3CtphwpjC0XjIVpLFvGiQR,spotify:track:3CtphwpjC0XjIVpLFvGiQR,https://api.spotify.com/v1/tracks/3CtphwpjC0XjIVpLFvGiQR,https://api.spotify.com/v1/audio-analysis/3CtphwpjC0XjIVpLFvGiQR,246267,4,Hunger Strike - 25th Anniversary Mix,Temple Of The Dog,alternative metal
