danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist_name,artist_genre
0.765,0.572,9,-9.14,0,0.0508,0.279,0.000416,0.0669,0.801,149.829,audio_features,7fAe2PjWPfVdEur3xUCcvt,spotify:track:7fAe2PjWPfVdEur3xUCcvt,https://api.spotify.com/v1/tracks/7fAe2PjWPfVdEur3xUCcvt,https://api.spotify.com/v1/audio-analysis/7fAe2PjWPfVdEur3xUCcvt,353680,4,Hurry Up This Way Again,The Stylistics,classic soul
0.63,0.376,3,-13.305,1,0.0304,0.563,0.0,0.148,0.815,94.057,audio_features,3zIiZrCROmhS9ERPdEHXYa,spotify:track:3zIiZrCROmhS9ERPdEHXYa,https://api.spotify.com/v1/tracks/3zIiZrCROmhS9ERPdEHXYa,https://api.spotify.com/v1/audio-analysis/3zIiZrCROmhS9ERPdEHXYa,213027,4,He Called Me Baby,Candi Staton,southern soul
0.344,0.299,6,-11.311,1,0.0614,0.742,0.0,0.178,0.443,180.521,audio_features,7bmvCeN6JaeGN448OEGgLW,spotify:track:7bmvCeN6JaeGN448OEGgLW,https://api.spotify.com/v1/tracks/7bmvCeN6JaeGN448OEGgLW,https://api.spotify.com/v1/audio-analysis/7bmvCeN6JaeGN448OEGgLW,333453,3,Cry Together,The O'Jays,classic soul
0.912,0.608,1,-7.686,1,0.397,0.0458,0.0,0.248,0.327,136.994,audio_features,0YrKSfpvflYnLSBd4Jtu6J,spotify:track:0YrKSfpvflYnLSBd4Jtu6J,https://api.spotify.com/v1/tracks/0YrKSfpvflYnLSBd4Jtu6J,https://api.spotify.com/v1/audio-analysis/0YrKSfpvflYnLSBd4Jtu6J,136900,4,Time Today,Moneybagg Yo,memphis hip hop
0.859,0.548,10,-6.59,0,0.197,0.041,0.0,0.204,0.112,127.958,audio_features,1qA7crrPzO702kDZgRAhyk,spotify:track:1qA7crrPzO702kDZgRAhyk,https://api.spotify.com/v1/tracks/1qA7crrPzO702kDZgRAhyk,https://api.spotify.com/v1/audio-analysis/1qA7crrPzO702kDZgRAhyk,165581,4,HOTEL LOBBY (Unc & Phew) - A COLORS SHOW,Quavo,atl hip hop
0.682,0.559,0,-5.545,1,0.127,0.174,0.0,0.344,0.137,202.015,audio_features,3j84U36KvLeXNDPv4t5pI8,spotify:track:3j84U36KvLeXNDPv4t5pI8,https://api.spotify.com/v1/tracks/3j84U36KvLeXNDPv4t5pI8,https://api.spotify.com/v1/audio-analysis/3j84U36KvLeXNDPv4t5pI8,192471,4,Pure Water (with Migos),Mustard,cali rap
0.853,0.821,5,-4.537,0,0.209,0.205,0.0,0.209,0.625,130.999,audio_features,1lUTmmPMAsxZBR2iK9CKDF,spotify:track:1lUTmmPMAsxZBR2iK9CKDF,https://api.spotify.com/v1/tracks/1lUTmmPMAsxZBR2iK9CKDF,https://api.spotify.com/v1/audio-analysis/1lUTmmPMAsxZBR2iK9CKDF,183319,4,Me Vs Me,Moneybagg Yo,memphis hip hop
0.89,0.633,11,-5.475,1,0.168,0.0232,0.000343,0.0993,0.425,139.948,audio_features,1XRgIKC5TPwo7nWGyKqgG0,spotify:track:1XRgIKC5TPwo7nWGyKqgG0,https://api.spotify.com/v1/tracks/1XRgIKC5TPwo7nWGyKqgG0,https://api.spotify.com/v1/audio-analysis/1XRgIKC5TPwo7nWGyKqgG0,233087,4,I Get the Bag (feat. Migos),Gucci Mane,atl hip hop
0.926,0.666,11,-5.314,1,0.244,0.0611,0.0,0.123,0.168,127.079,audio_features,0M9ydKzuF3oZTfYYPfaGX1,spotify:track:0M9ydKzuF3oZTfYYPfaGX1,https://api.spotify.com/v1/tracks/0M9ydKzuF3oZTfYYPfaGX1,https://api.spotify.com/v1/audio-analysis/0M9ydKzuF3oZTfYYPfaGX1,343150,4,Bad and Boujee (feat. Lil Uzi Vert),Migos,atl hip hop
0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,audio_features,1xzBco0xcoJEDXktl7Jxrr,spotify:track:1xzBco0xcoJEDXktl7Jxrr,https://api.spotify.com/v1/tracks/1xzBco0xcoJEDXktl7Jxrr,https://api.spotify.com/v1/audio-analysis/1xzBco0xcoJEDXktl7Jxrr,183907,4,Mo Bamba,Sheck Wes,pop rap
0.576,0.766,10,-4.943,0,0.449,0.028,1.68e-06,0.366,0.236,144.833,audio_features,5YEOzOojehCqxGQCcQiyR4,spotify:track:5YEOzOojehCqxGQCcQiyR4,https://api.spotify.com/v1/tracks/5YEOzOojehCqxGQCcQiyR4,https://api.spotify.com/v1/audio-analysis/5YEOzOojehCqxGQCcQiyR4,246761,4,Panda,Desiigner,pop rap
0.855,0.653,10,-6.055,0,0.118,0.0388,2.03e-05,0.1,0.244,144.0,audio_features,7tpLBCGQi9oFrfVuaY9gjk,spotify:track:7tpLBCGQi9oFrfVuaY9gjk,https://api.spotify.com/v1/tracks/7tpLBCGQi9oFrfVuaY9gjk,https://api.spotify.com/v1/audio-analysis/7tpLBCGQi9oFrfVuaY9gjk,179747,4,By Mistake,Young Dolph,memphis hip hop
0.636,0.57,1,-5.973,1,0.0571,0.011,0.00204,0.0677,0.0883,168.202,audio_features,1Rq4GtIucW9CAcF8B6PAbW,spotify:track:1Rq4GtIucW9CAcF8B6PAbW,https://api.spotify.com/v1/tracks/1Rq4GtIucW9CAcF8B6PAbW,https://api.spotify.com/v1/audio-analysis/1Rq4GtIucW9CAcF8B6PAbW,190893,4,I Serve the Base,Future,atl hip hop
0.797,0.844,11,-5.482,1,0.275,0.0651,0.0,0.087,0.52,170.142,audio_features,4dVpf9jZjcORqGTLUaeYj9,spotify:track:4dVpf9jZjcORqGTLUaeYj9,https://api.spotify.com/v1/tracks/4dVpf9jZjcORqGTLUaeYj9,https://api.spotify.com/v1/audio-analysis/4dVpf9jZjcORqGTLUaeYj9,173600,4,Plain Jane,A$AP Ferg,hip hop
0.606,0.887,9,-4.782,0,0.052,0.0498,3.47e-06,0.0958,0.349,97.972,audio_features,2jB9QaPJyVdz2Q0Va8rrnU,spotify:track:2jB9QaPJyVdz2Q0Va8rrnU,https://api.spotify.com/v1/tracks/2jB9QaPJyVdz2Q0Va8rrnU,https://api.spotify.com/v1/audio-analysis/2jB9QaPJyVdz2Q0Va8rrnU,191787,4,I Got You,Bebe Rexha,dance pop
0.694,0.712,7,-3.923,0,0.046,0.132,0.0,0.211,0.799,98.023,audio_features,1rIKgCH4H52lrvDcz50hS8,spotify:track:1rIKgCH4H52lrvDcz50hS8,https://api.spotify.com/v1/tracks/1rIKgCH4H52lrvDcz50hS8,https://api.spotify.com/v1/audio-analysis/1rIKgCH4H52lrvDcz50hS8,201122,4,Lush Life,Zara Larsson,pop
0.63,0.53,0,-7.259,1,0.0434,0.4,0.0,0.177,0.417,108.038,audio_features,2YlZnw2ikdb837oKMKjBkW,spotify:track:2YlZnw2ikdb837oKMKjBkW,https://api.spotify.com/v1/tracks/2YlZnw2ikdb837oKMKjBkW,https://api.spotify.com/v1/audio-analysis/2YlZnw2ikdb837oKMKjBkW,225053,3,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,hip pop
0.597,0.751,6,-4.982,0,0.193,0.0104,0.0,0.0912,0.568,103.956,audio_features,43wzy7JxMEfvCh8ZFeZKYk,spotify:track:43wzy7JxMEfvCh8ZFeZKYk,https://api.spotify.com/v1/tracks/43wzy7JxMEfvCh8ZFeZKYk,https://api.spotify.com/v1/audio-analysis/43wzy7JxMEfvCh8ZFeZKYk,201680,4,Right Now,Nick Jonas,dance pop
0.584,0.7,11,-4.275,1,0.0456,0.117,0.0,0.0939,0.438,124.944,audio_features,0PDUDa38GO8lMxLCRc4lL1,spotify:track:0PDUDa38GO8lMxLCRc4lL1,https://api.spotify.com/v1/tracks/0PDUDa38GO8lMxLCRc4lL1,https://api.spotify.com/v1/audio-analysis/0PDUDa38GO8lMxLCRc4lL1,202747,4,PILLOWTALK,ZAYN,pop
0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,audio_features,4iJyoBOLtHqaGxP12qzhQI,spotify:track:4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/tracks/4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/audio-analysis/4iJyoBOLtHqaGxP12qzhQI,198082,4,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,canadian pop
0.581,0.78,4,-7.053,1,0.0567,0.508,1.07e-05,0.0799,0.561,123.711,audio_features,0bfvHnWWOeU1U5XeKyVLbW,spotify:track:0bfvHnWWOeU1U5XeKyVLbW,https://api.spotify.com/v1/tracks/0bfvHnWWOeU1U5XeKyVLbW,https://api.spotify.com/v1/audio-analysis/0bfvHnWWOeU1U5XeKyVLbW,203680,4,Can't Take My Eyes off You,Frankie Valli,adult standards
0.551,0.114,3,-24.78,0,0.0451,0.977,0.874,0.141,0.124,70.141,audio_features,78ntGe4xyecZHg9exQWwK6,spotify:track:78ntGe4xyecZHg9exQWwK6,https://api.spotify.com/v1/tracks/78ntGe4xyecZHg9exQWwK6,https://api.spotify.com/v1/audio-analysis/78ntGe4xyecZHg9exQWwK6,146093,4,Blue And Sentimental,Oscar Peterson,bebop
0.588,0.0387,0,-17.944,0,0.06,0.978,0.823,0.116,0.342,83.4,audio_features,6oSm3mBWFxJHEnjE2IqhmA,spotify:track:6oSm3mBWFxJHEnjE2IqhmA,https://api.spotify.com/v1/tracks/6oSm3mBWFxJHEnjE2IqhmA,https://api.spotify.com/v1/audio-analysis/6oSm3mBWFxJHEnjE2IqhmA,205667,4,There Will Never Be Another You,Lester Young,bebop
0.511,0.125,5,-11.461,0,0.035,0.925,0.00577,0.129,0.215,67.603,audio_features,1lZ41PumDFX0e82XTGx4sE,spotify:track:1lZ41PumDFX0e82XTGx4sE,https://api.spotify.com/v1/tracks/1lZ41PumDFX0e82XTGx4sE,https://api.spotify.com/v1/audio-analysis/1lZ41PumDFX0e82XTGx4sE,165560,4,It's Easy To Remember,John Coltrane Quartet,bebop
0.476,0.217,8,-10.75,1,0.0308,0.892,6.09e-05,0.0966,0.121,116.079,audio_features,6QlkHjQmo2YncQN5MQXgPZ,spotify:track:6QlkHjQmo2YncQN5MQXgPZ,https://api.spotify.com/v1/tracks/6QlkHjQmo2YncQN5MQXgPZ,https://api.spotify.com/v1/audio-analysis/6QlkHjQmo2YncQN5MQXgPZ,323187,4,It Never Entered My Mind,Miles Davis Quintet,bebop
0.464,0.305,3,-12.435,0,0.0316,0.936,0.0846,0.208,0.282,108.229,audio_features,0E8q2Fx2XuzXCO2NSAppkR,spotify:track:0E8q2Fx2XuzXCO2NSAppkR,https://api.spotify.com/v1/tracks/0E8q2Fx2XuzXCO2NSAppkR,https://api.spotify.com/v1/audio-analysis/0E8q2Fx2XuzXCO2NSAppkR,255227,4,In A Sentimental Mood,Duke Ellington,african-american classical
0.474,0.0676,9,-16.101,0,0.0363,0.963,0.00291,0.14,0.248,115.713,audio_features,0uPkCpuoERqrkBL06Art50,spotify:track:0uPkCpuoERqrkBL06Art50,https://api.spotify.com/v1/tracks/0uPkCpuoERqrkBL06Art50,https://api.spotify.com/v1/audio-analysis/0uPkCpuoERqrkBL06Art50,295240,3,My One And Only Love,John Coltrane,bebop
0.532,0.0657,0,-19.136,0,0.0406,0.94,0.00488,0.0946,0.292,128.607,audio_features,0F845nujLVqCb0XMZCh5Pc,spotify:track:0F845nujLVqCb0XMZCh5Pc,https://api.spotify.com/v1/tracks/0F845nujLVqCb0XMZCh5Pc,https://api.spotify.com/v1/audio-analysis/0F845nujLVqCb0XMZCh5Pc,201440,4,I Fall In Love Too Easily,Chet Baker,cool jazz
0.499,0.0539,11,-21.882,1,0.0396,0.972,0.0287,0.0839,0.324,72.981,audio_features,1XCBWtTJZuHbwa6GLUutjo,spotify:track:1XCBWtTJZuHbwa6GLUutjo,https://api.spotify.com/v1/tracks/1XCBWtTJZuHbwa6GLUutjo,https://api.spotify.com/v1/audio-analysis/1XCBWtTJZuHbwa6GLUutjo,280840,4,But Beautiful,Stan Getz,bebop
0.521,0.139,5,-13.774,1,0.0467,0.984,0.192,0.152,0.3,116.404,audio_features,2HdvZsLXBmO9sc4cV8d4BA,spotify:track:2HdvZsLXBmO9sc4cV8d4BA,https://api.spotify.com/v1/tracks/2HdvZsLXBmO9sc4cV8d4BA,https://api.spotify.com/v1/audio-analysis/2HdvZsLXBmO9sc4cV8d4BA,191867,1,Nancy (With The Laughing Face),John Coltrane Quartet,bebop
0.588,0.0207,0,-21.139,1,0.0794,0.981,0.688,0.105,0.167,116.882,audio_features,0kC4Rrdb4B4hAgt3PMoARe,spotify:track:0kC4Rrdb4B4hAgt3PMoARe,https://api.spotify.com/v1/tracks/0kC4Rrdb4B4hAgt3PMoARe,https://api.spotify.com/v1/audio-analysis/0kC4Rrdb4B4hAgt3PMoARe,217760,4,I Can't Get Started,Lester Young,bebop
0.416,0.201,8,-11.461,1,0.0379,0.975,0.803,0.107,0.372,165.869,audio_features,6MXrGG7nff0FXBQJa5UF9P,spotify:track:6MXrGG7nff0FXBQJa5UF9P,https://api.spotify.com/v1/tracks/6MXrGG7nff0FXBQJa5UF9P,https://api.spotify.com/v1/audio-analysis/6MXrGG7nff0FXBQJa5UF9P,339333,3,Since I Fell For You - Rudy Van Gelder Edition / 2007 / Digital Remaster,Lee Morgan,bebop
0.372,0.187,0,-13.497,0,0.0323,0.942,0.139,0.161,0.217,70.334,audio_features,4rmCI9VWrwrJTJ8XQ80BMN,spotify:track:4rmCI9VWrwrJTJ8XQ80BMN,https://api.spotify.com/v1/tracks/4rmCI9VWrwrJTJ8XQ80BMN,https://api.spotify.com/v1/audio-analysis/4rmCI9VWrwrJTJ8XQ80BMN,319733,4,My Little Brown Book,Duke Ellington,african-american classical
0.488,0.124,3,-13.038,1,0.0404,0.963,0.333,0.246,0.205,66.105,audio_features,016HKF7A4O7tatoJ9BgZM1,spotify:track:016HKF7A4O7tatoJ9BgZM1,https://api.spotify.com/v1/tracks/016HKF7A4O7tatoJ9BgZM1,https://api.spotify.com/v1/audio-analysis/016HKF7A4O7tatoJ9BgZM1,255960,4,Say It (Over And Over Again),John Coltrane Quartet,bebop
0.474,0.0494,10,-18.849,0,0.0912,0.984,0.749,0.106,0.226,62.287,audio_features,5gHPj9g3L9e2cu81LZUc5F,spotify:track:5gHPj9g3L9e2cu81LZUc5F,https://api.spotify.com/v1/tracks/5gHPj9g3L9e2cu81LZUc5F,https://api.spotify.com/v1/audio-analysis/5gHPj9g3L9e2cu81LZUc5F,212600,4,Stardust,Lester Young,bebop
0.578,0.364,2,-15.162,1,0.0441,0.683,0.0539,0.105,0.723,78.073,audio_features,5je0CDv1Z1hT82Nek1Fjhl,spotify:track:5je0CDv1Z1hT82Nek1Fjhl,https://api.spotify.com/v1/tracks/5je0CDv1Z1hT82Nek1Fjhl,https://api.spotify.com/v1/audio-analysis/5je0CDv1Z1hT82Nek1Fjhl,216227,4,Só Danço Samba,Stan Getz,bebop
0.53,0.114,7,-18.069,1,0.0475,0.991,0.902,0.137,0.369,92.249,audio_features,2M3laSC4qeLl9tWxDEzF4T,spotify:track:2M3laSC4qeLl9tWxDEzF4T,https://api.spotify.com/v1/tracks/2M3laSC4qeLl9tWxDEzF4T,https://api.spotify.com/v1/audio-analysis/2M3laSC4qeLl9tWxDEzF4T,282200,4,Polka Dots And Moonbeams,Wes Montgomery,hard bop
0.531,0.198,9,-15.811,0,0.039,0.952,0.00267,0.119,0.437,128.038,audio_features,5nU7dvOfzYs9QVVL7YVNPE,spotify:track:5nU7dvOfzYs9QVVL7YVNPE,https://api.spotify.com/v1/tracks/5nU7dvOfzYs9QVVL7YVNPE,https://api.spotify.com/v1/audio-analysis/5nU7dvOfzYs9QVVL7YVNPE,139987,4,Corcovado (Quiet Nights Of Quiet Stars) - Single Version,Stan Getz,bebop
0.483,0.141,8,-20.723,1,0.0491,0.933,0.87,0.111,0.157,77.536,audio_features,46jzREqksE0h6wmTKw3WFD,spotify:track:46jzREqksE0h6wmTKw3WFD,https://api.spotify.com/v1/tracks/46jzREqksE0h6wmTKw3WFD,https://api.spotify.com/v1/audio-analysis/46jzREqksE0h6wmTKw3WFD,220333,4,We'll Be Together Again,McCoy Tyner,contemporary post-bop
0.62,0.104,3,-17.733,1,0.0433,0.991,0.912,0.112,0.0985,119.381,audio_features,5Y8XLhYm4ZeMU25Rg24YoH,spotify:track:5Y8XLhYm4ZeMU25Rg24YoH,https://api.spotify.com/v1/tracks/5Y8XLhYm4ZeMU25Rg24YoH,https://api.spotify.com/v1/audio-analysis/5Y8XLhYm4ZeMU25Rg24YoH,292093,4,In Your Own Sweet Way,Wes Montgomery,hard bop
0.5,0.142,3,-18.138,1,0.0402,0.935,0.00429,0.106,0.415,131.593,audio_features,5UaJ4zxtCIi5WZomhoZIeq,spotify:track:5UaJ4zxtCIi5WZomhoZIeq,https://api.spotify.com/v1/tracks/5UaJ4zxtCIi5WZomhoZIeq,https://api.spotify.com/v1/audio-analysis/5UaJ4zxtCIi5WZomhoZIeq,307253,4,Para Machuchar Meu Coracao,Stan Getz,bebop
0.445,0.033,1,-21.925,1,0.0665,0.971,0.546,0.157,0.514,181.659,audio_features,2KfxK9sO9xnjeFxizuXljy,spotify:track:2KfxK9sO9xnjeFxizuXljy,https://api.spotify.com/v1/tracks/2KfxK9sO9xnjeFxizuXljy,https://api.spotify.com/v1/audio-analysis/2KfxK9sO9xnjeFxizuXljy,146773,3,Stardust,Ben Webster,bebop
0.764,0.249,6,-12.573,0,0.0348,0.776,0.0,0.0931,0.443,108.012,audio_features,1D3PYfMWwkiHXzAr1eXFH9,spotify:track:1D3PYfMWwkiHXzAr1eXFH9,https://api.spotify.com/v1/tracks/1D3PYfMWwkiHXzAr1eXFH9,https://api.spotify.com/v1/audio-analysis/1D3PYfMWwkiHXzAr1eXFH9,169453,4,Young & Naïve,Heather Rigdon,contemporary vocal jazz
0.779,0.471,1,-11.706,1,0.134,0.8,0.0018,0.111,0.859,82.953,audio_features,7bChzDoU4kJ5zBbQyN0ASl,spotify:track:7bChzDoU4kJ5zBbQyN0ASl,https://api.spotify.com/v1/tracks/7bChzDoU4kJ5zBbQyN0ASl,https://api.spotify.com/v1/audio-analysis/7bChzDoU4kJ5zBbQyN0ASl,130121,4,So Cool,Reuben James,indie soul
0.66,0.437,8,-10.716,0,0.0466,0.906,0.00128,0.101,0.796,95.902,audio_features,6UeCjzfLUBhHOtney81sPn,spotify:track:6UeCjzfLUBhHOtney81sPn,https://api.spotify.com/v1/tracks/6UeCjzfLUBhHOtney81sPn,https://api.spotify.com/v1/audio-analysis/6UeCjzfLUBhHOtney81sPn,280529,4,"Don't Think Twice, It's Alright",Emilie-Claire Barlow,contemporary vocal jazz
0.906,0.435,0,-10.07,1,0.0414,0.694,0.000111,0.12,0.636,117.056,audio_features,501UbjLGrMyV0bmxDhg792,spotify:track:501UbjLGrMyV0bmxDhg792,https://api.spotify.com/v1/tracks/501UbjLGrMyV0bmxDhg792,https://api.spotify.com/v1/audio-analysis/501UbjLGrMyV0bmxDhg792,118260,4,Give Me a Kiss,Emilie Schiøtt,audiophile vocal
0.659,0.243,7,-9.54,1,0.0328,0.745,0.895,0.11,0.235,139.63,audio_features,5jC0c33jEW3arPHykQnyNQ,spotify:track:5jC0c33jEW3arPHykQnyNQ,https://api.spotify.com/v1/tracks/5jC0c33jEW3arPHykQnyNQ,https://api.spotify.com/v1/audio-analysis/5jC0c33jEW3arPHykQnyNQ,118375,4,Beach Comber,The Brothers Nylon,lo-fi jazzhop
0.717,0.675,8,-6.922,1,0.0355,0.051,0.0,0.253,0.903,146.922,audio_features,4AII0LddlsmuLEWBDRXurl,spotify:track:4AII0LddlsmuLEWBDRXurl,https://api.spotify.com/v1/tracks/4AII0LddlsmuLEWBDRXurl,https://api.spotify.com/v1/audio-analysis/4AII0LddlsmuLEWBDRXurl,147000,4,Red Lights,Picture This,irish pop
0.397,0.803,7,-6.861,1,0.0789,0.00162,1.91e-05,0.0751,0.542,92.512,audio_features,4hlZuSzSc1amD2v3FbZG1K,spotify:track:4hlZuSzSc1amD2v3FbZG1K,https://api.spotify.com/v1/tracks/4hlZuSzSc1amD2v3FbZG1K,https://api.spotify.com/v1/audio-analysis/4hlZuSzSc1amD2v3FbZG1K,180237,4,Detox,The Veronicas,australian pop
0.587,0.768,0,-3.948,1,0.0516,0.0259,0.0,0.359,0.366,125.048,audio_features,3NdrWLR4BsyiCGbQQmuwSL,spotify:track:3NdrWLR4BsyiCGbQQmuwSL,https://api.spotify.com/v1/tracks/3NdrWLR4BsyiCGbQQmuwSL,https://api.spotify.com/v1/audio-analysis/3NdrWLR4BsyiCGbQQmuwSL,195275,4,Every Heart But Mine,Dylan,alt z
0.555,0.649,7,-4.803,1,0.0431,0.00336,0.0,0.0551,0.923,154.995,audio_features,3AgnnuHliXoWbS3TfCKirV,spotify:track:3AgnnuHliXoWbS3TfCKirV,https://api.spotify.com/v1/tracks/3AgnnuHliXoWbS3TfCKirV,https://api.spotify.com/v1/audio-analysis/3AgnnuHliXoWbS3TfCKirV,159677,4,Already Dead,Daisy Grenade,Unknown
0.516,0.726,1,-4.516,1,0.0456,0.0211,0.0,0.0856,0.503,152.089,audio_features,5uDo40mspcWNHDCLlKTLoJ,spotify:track:5uDo40mspcWNHDCLlKTLoJ,https://api.spotify.com/v1/tracks/5uDo40mspcWNHDCLlKTLoJ,https://api.spotify.com/v1/audio-analysis/5uDo40mspcWNHDCLlKTLoJ,233088,4,Let Us Die,King Princess,alt z
0.53,0.532,2,-5.957,1,0.0569,0.111,0.0,0.188,0.536,71.797,audio_features,1hhMX7QQIhBsXjFmTK7owB,spotify:track:1hhMX7QQIhBsXjFmTK7owB,https://api.spotify.com/v1/tracks/1hhMX7QQIhBsXjFmTK7owB,https://api.spotify.com/v1/audio-analysis/1hhMX7QQIhBsXjFmTK7owB,189075,4,fmk (with blackbear),GAYLE,modern alternative pop
0.365,0.513,7,-5.008,1,0.0395,0.0204,0.0,0.0993,0.481,168.173,audio_features,0AOa1XIQ4vYjAv5uflTrMN,spotify:track:0AOa1XIQ4vYjAv5uflTrMN,https://api.spotify.com/v1/tracks/0AOa1XIQ4vYjAv5uflTrMN,https://api.spotify.com/v1/audio-analysis/0AOa1XIQ4vYjAv5uflTrMN,152053,3,Ugly Crier,Mckenna Grace,Unknown
0.655,0.756,1,-5.592,1,0.0402,0.0056,0.00012,0.264,0.536,104.055,audio_features,7slQaLDyL3WnMUffGwrnYi,spotify:track:7slQaLDyL3WnMUffGwrnYi,https://api.spotify.com/v1/tracks/7slQaLDyL3WnMUffGwrnYi,https://api.spotify.com/v1/audio-analysis/7slQaLDyL3WnMUffGwrnYi,186026,4,BLOOD AND SUGAR,BOYS LIKE GIRLS,neon pop punk
0.503,0.653,8,-7.033,1,0.0753,0.0141,0.0,0.171,0.334,125.046,audio_features,3xleExcIVAQcXGd6igrryZ,spotify:track:3xleExcIVAQcXGd6igrryZ,https://api.spotify.com/v1/tracks/3xleExcIVAQcXGd6igrryZ,https://api.spotify.com/v1/audio-analysis/3xleExcIVAQcXGd6igrryZ,172153,4,Wishbone,Julia Wolf,alt z
0.581,0.738,4,-4.227,1,0.0602,0.00468,0.0,0.364,0.721,133.951,audio_features,1KDIOubFEUaIg1y645HOVD,spotify:track:1KDIOubFEUaIg1y645HOVD,https://api.spotify.com/v1/tracks/1KDIOubFEUaIg1y645HOVD,https://api.spotify.com/v1/audio-analysis/1KDIOubFEUaIg1y645HOVD,135720,4,PainHub,salem ilese,alt z
0.469,0.811,1,-9.317,0,0.0719,0.0129,0.0,0.302,0.66,169.915,audio_features,5lq8H9zq9v4wDVyNHOoTVX,spotify:track:5lq8H9zq9v4wDVyNHOoTVX,https://api.spotify.com/v1/tracks/5lq8H9zq9v4wDVyNHOoTVX,https://api.spotify.com/v1/audio-analysis/5lq8H9zq9v4wDVyNHOoTVX,143358,4,hover like a GODDESS,WILLOW,afrofuturism
0.556,0.897,9,-3.612,1,0.0419,0.0131,0.000773,0.111,0.559,101.005,audio_features,0FZoGTWJNMUYCzcJRXe5ny,spotify:track:0FZoGTWJNMUYCzcJRXe5ny,https://api.spotify.com/v1/tracks/0FZoGTWJNMUYCzcJRXe5ny,https://api.spotify.com/v1/audio-analysis/0FZoGTWJNMUYCzcJRXe5ny,191287,4,the feeling,Nightly,hopebeat
0.328,0.566,7,-8.245,1,0.0543,0.2,1.42e-05,0.108,0.333,181.164,audio_features,7kr4xACIU9qq0FXnOFVSTZ,spotify:track:7kr4xACIU9qq0FXnOFVSTZ,https://api.spotify.com/v1/tracks/7kr4xACIU9qq0FXnOFVSTZ,https://api.spotify.com/v1/audio-analysis/7kr4xACIU9qq0FXnOFVSTZ,281901,3,30 Somehow,Nicotine Dolls,Unknown
0.603,0.916,10,-5.542,0,0.368,0.00894,0.0,0.0515,0.72,187.084,audio_features,7FkmAIBCsJvGNoaNr9a1Xe,spotify:track:7FkmAIBCsJvGNoaNr9a1Xe,https://api.spotify.com/v1/tracks/7FkmAIBCsJvGNoaNr9a1Xe,https://api.spotify.com/v1/audio-analysis/7FkmAIBCsJvGNoaNr9a1Xe,162467,4,Kickflip,UPSAHL,alt z
0.509,0.905,7,-4.902,1,0.0708,0.00152,0.000613,0.654,0.656,165.068,audio_features,2hbOvsFwsgwaboSRGxeng8,spotify:track:2hbOvsFwsgwaboSRGxeng8,https://api.spotify.com/v1/tracks/2hbOvsFwsgwaboSRGxeng8,https://api.spotify.com/v1/audio-analysis/2hbOvsFwsgwaboSRGxeng8,159308,4,Say It (To My Face),Meet Me @ The Altar,black punk
0.647,0.807,4,-6.18,0,0.0565,0.224,8.97e-06,0.153,0.266,104.923,audio_features,209ANSkGIsfA5M5GewdMGi,spotify:track:209ANSkGIsfA5M5GewdMGi,https://api.spotify.com/v1/tracks/209ANSkGIsfA5M5GewdMGi,https://api.spotify.com/v1/audio-analysis/209ANSkGIsfA5M5GewdMGi,128907,4,Pretender,Carlie Hanson,alt z
0.591,0.914,6,-3.515,0,0.162,0.0496,0.0,0.105,0.758,98.02,audio_features,6pJsukg4tYbHfE01yU40Qr,spotify:track:6pJsukg4tYbHfE01yU40Qr,https://api.spotify.com/v1/tracks/6pJsukg4tYbHfE01yU40Qr,https://api.spotify.com/v1/audio-analysis/6pJsukg4tYbHfE01yU40Qr,204632,4,Maybe You Saved Me,Bad Suns,la indie
0.52,0.951,2,-4.648,1,0.0442,0.00018,8.17e-05,0.374,0.769,109.536,audio_features,2aU60JTvtQOPQ7CPkpJrnz,spotify:track:2aU60JTvtQOPQ7CPkpJrnz,https://api.spotify.com/v1/tracks/2aU60JTvtQOPQ7CPkpJrnz,https://api.spotify.com/v1/audio-analysis/2aU60JTvtQOPQ7CPkpJrnz,181581,4,Six Feet,Real Friends,alternative emo
0.67,0.865,6,-4.051,1,0.139,0.008,1.77e-06,0.0479,0.907,169.952,audio_features,3OOAv73AZwwCnAW7VGHbZd,spotify:track:3OOAv73AZwwCnAW7VGHbZd,https://api.spotify.com/v1/tracks/3OOAv73AZwwCnAW7VGHbZd,https://api.spotify.com/v1/audio-analysis/3OOAv73AZwwCnAW7VGHbZd,203668,4,Big City Thing,The Scarlet Opera,Unknown
0.658,0.67,0,-6.305,1,0.061,0.0575,0.0,0.375,0.517,118.955,audio_features,7b3zTnrvxQpkl0940SBF5W,spotify:track:7b3zTnrvxQpkl0940SBF5W,https://api.spotify.com/v1/tracks/7b3zTnrvxQpkl0940SBF5W,https://api.spotify.com/v1/audio-analysis/7b3zTnrvxQpkl0940SBF5W,173067,4,ugly,44phantom,Unknown
